split,out_stem,source_image,condition,n_objects
train,9999955_00000_d_0000185__rain_medium,9999955_00000_d_0000185.jpg,rain_medium,28
train,9999955_00000_d_0000186,9999955_00000_d_0000186.jpg,clean,24
train,9999955_00000_d_0000186__rain_heavy,9999955_00000_d_0000186.jpg,rain_heavy,24
train,9999955_00000_d_0000187,9999955_00000_d_0000187.jpg,clean,10
train,9999955_00000_d_0000187__rain_light,9999955_00000_d_0000187.jpg,rain_light,10
train,9999955_00000_d_0000188,9999955_00000_d_0000188.jpg,clean,34
train,9999955_00000_d_0000188__rain_medium,9999955_00000_d_0000188.jpg,rain_medium,34
train,9999955_00000_d_0000189,9999955_00000_d_0000189.jpg,clean,83
train,9999955_00000_d_0000189__blur_light,9999955_00000_d_0000189.jpg,blur_light,83
train,9999955_00000_d_0000190,9999955_00000_d_0000190.jpg,clean,43
train,9999955_00000_d_0000190__blur_light,9999955_00000_d_0000190.jpg,blur_light,43
train,9999955_00000_d_0000191,9999955_00000_d_0000191.jpg,clean,62
train,9999955_00000_d_0000191__rain_light,9999955_00000_d_0000191.jpg,rain_light,62
train,9999955_00000_d_0000192,9999955_00000_d_0000192.jpg,clean,44
train,9999955_00000_d_0000192__bright_down,9999955_00000_d_0000192.jpg,bright_down,44
train,9999955_00000_d_0000193,9999955_00000_d_0000193.jpg,clean,42
train,9999955_00000_d_0000193__blur_light,9999955_00000_d_0000193.jpg,blur_light,42
train,9999955_00000_d_0000194,9999955_00000_d_0000194.jpg,clean,42
train,9999955_00000_d_0000194__rain_light,9999955_00000_d_0000194.jpg,rain_light,42
train,9999955_00000_d_0000195,9999955_00000_d_0000195.jpg,clean,23
train,9999955_00000_d_0000195__rain_heavy,9999955_00000_d_0000195.jpg,rain_heavy,23
train,9999955_00000_d_0000196,9999955_00000_d_0000196.jpg,clean,27
train,9999955_00000_d_0000196__rain_light,9999955_00000_d_0000196.jpg,rain_light,27
train,9999955_00000_d_0000197,9999955_00000_d_0000197.jpg,clean,58
train,9999955_00000_d_0000197__blur_light,9999955_00000_d_0000197.jpg,blur_light,58
train,9999955_00000_d_0000198,9999955_00000_d_0000198.jpg,clean,54
train,9999955_00000_d_0000198__rain_heavy,9999955_00000_d_0000198.jpg,rain_heavy,54
train,9999955_00000_d_0000199,9999955_00000_d_0000199.jpg,clean,110
train,9999955_00000_d_0000199__blur_light,9999955_00000_d_0000199.jpg,blur_light,110
train,9999955_00000_d_0000200,9999955_00000_d_0000200.jpg,clean,39
train,9999955_00000_d_0000200__rain_heavy,9999955_00000_d_0000200.jpg,rain_heavy,39
train,9999955_00000_d_0000201,9999955_00000_d_0000201.jpg,clean,84
train,9999955_00000_d_0000201__rain_heavy,9999955_00000_d_0000201.jpg,rain_heavy,84
train,9999955_00000_d_0000202,9999955_00000_d_0000202.jpg,clean,53
train,9999955_00000_d_0000202__blur_light,9999955_00000_d_0000202.jpg,blur_light,53
train,9999955_00000_d_0000203,9999955_00000_d_0000203.jpg,clean,103
train,9999955_00000_d_0000203__bright_down,9999955_00000_d_0000203.jpg,bright_down,103
train,9999955_00000_d_0000204,9999955_00000_d_0000204.jpg,clean,65
train,9999955_00000_d_0000204__rain_light,9999955_00000_d_0000204.jpg,rain_light,65
train,9999955_00000_d_0000205,9999955_00000_d_0000205.jpg,clean,53
train,9999955_00000_d_0000205__rain_medium,9999955_00000_d_0000205.jpg,rain_medium,53
train,9999955_00000_d_0000206,9999955_00000_d_0000206.jpg,clean,41
train,9999955_00000_d_0000206__bright_down,9999955_00000_d_0000206.jpg,bright_down,41
train,9999955_00000_d_0000207,9999955_00000_d_0000207.jpg,clean,24
train,9999955_00000_d_0000207__bright_down,9999955_00000_d_0000207.jpg,bright_down,24
train,9999955_00000_d_0000208,9999955_00000_d_0000208.jpg,clean,61
train,9999955_00000_d_0000208__bright_down,9999955_00000_d_0000208.jpg,bright_down,61
train,9999955_00000_d_0000209,9999955_00000_d_0000209.jpg,clean,51
train,9999955_00000_d_0000209__rain_medium,9999955_00000_d_0000209.jpg,rain_medium,51
train,9999955_00000_d_0000210,9999955_00000_d_0000210.jpg,clean,61
train,9999955_00000_d_0000210__rain_heavy,9999955_00000_d_0000210.jpg,rain_heavy,61
train,9999955_00000_d_0000211,9999955_00000_d_0000211.jpg,clean,123
train,9999955_00000_d_0000211__bright_down,9999955_00000_d_0000211.jpg,bright_down,123
train,9999955_00000_d_0000212,9999955_00000_d_0000212.jpg,clean,145
train,9999955_00000_d_0000212__rain_light,9999955_00000_d_0000212.jpg,rain_light,145
train,9999955_00000_d_0000213,9999955_00000_d_0000213.jpg,clean,106
train,9999955_00000_d_0000213__rain_heavy,9999955_00000_d_0000213.jpg,rain_heavy,106
train,9999955_00000_d_0000214,9999955_00000_d_0000214.jpg,clean,67
train,9999955_00000_d_0000214__rain_medium,9999955_00000_d_0000214.jpg,rain_medium,67
train,9999955_00000_d_0000215,9999955_00000_d_0000215.jpg,clean,57
train,9999955_00000_d_0000215__blur_light,9999955_00000_d_0000215.jpg,blur_light,57
train,9999955_00000_d_0000216,9999955_00000_d_0000216.jpg,clean,33
train,9999955_00000_d_0000216__bright_up,9999955_00000_d_0000216.jpg,bright_up,33
train,9999955_00000_d_0000217,9999955_00000_d_0000217.jpg,clean,58
train,9999955_00000_d_0000217__rain_light,9999955_00000_d_0000217.jpg,rain_light,58
train,9999955_00000_d_0000218,9999955_00000_d_0000218.jpg,clean,70
train,9999955_00000_d_0000218__bright_down,9999955_00000_d_0000218.jpg,bright_down,70
train,9999955_00000_d_0000219,9999955_00000_d_0000219.jpg,clean,57
train,9999955_00000_d_0000219__blur_light,9999955_00000_d_0000219.jpg,blur_light,57
train,9999955_00000_d_0000220,9999955_00000_d_0000220.jpg,clean,60
train,9999955_00000_d_0000220__bright_down,9999955_00000_d_0000220.jpg,bright_down,60
train,9999955_00000_d_0000221,9999955_00000_d_0000221.jpg,clean,7
train,9999955_00000_d_0000221__blur_light,9999955_00000_d_0000221.jpg,blur_light,7
train,9999955_00000_d_0000222,9999955_00000_d_0000222.jpg,clean,82
train,9999955_00000_d_0000222__rain_light,9999955_00000_d_0000222.jpg,rain_light,82
train,9999955_00000_d_0000223,9999955_00000_d_0000223.jpg,clean,204
train,9999955_00000_d_0000223__rain_medium,9999955_00000_d_0000223.jpg,rain_medium,204
train,9999955_00000_d_0000224,9999955_00000_d_0000224.jpg,clean,274
train,9999955_00000_d_0000224__rain_light,9999955_00000_d_0000224.jpg,rain_light,274
train,9999955_00000_d_0000225,9999955_00000_d_0000225.jpg,clean,69
train,9999955_00000_d_0000225__bright_down,9999955_00000_d_0000225.jpg,bright_down,69
train,9999955_00000_d_0000226,9999955_00000_d_0000226.jpg,clean,166
train,9999955_00000_d_0000226__rain_heavy,9999955_00000_d_0000226.jpg,rain_heavy,166
train,9999955_00000_d_0000227,9999955_00000_d_0000227.jpg,clean,131
train,9999955_00000_d_0000227__rain_light,9999955_00000_d_0000227.jpg,rain_light,131
train,9999955_00000_d_0000228,9999955_00000_d_0000228.jpg,clean,55
train,9999955_00000_d_0000228__rain_heavy,9999955_00000_d_0000228.jpg,rain_heavy,55
train,9999955_00000_d_0000229,9999955_00000_d_0000229.jpg,clean,144
train,9999955_00000_d_0000229__blur_light,9999955_00000_d_0000229.jpg,blur_light,144
train,9999955_00000_d_0000230,9999955_00000_d_0000230.jpg,clean,93
train,9999955_00000_d_0000230__blur_light,9999955_00000_d_0000230.jpg,blur_light,93
train,9999955_00000_d_0000231,9999955_00000_d_0000231.jpg,clean,78
train,9999955_00000_d_0000231__blur_light,9999955_00000_d_0000231.jpg,blur_light,78
train,9999955_00000_d_0000232,9999955_00000_d_0000232.jpg,clean,66
train,9999955_00000_d_0000232__bright_down,9999955_00000_d_0000232.jpg,bright_down,66
train,9999955_00000_d_0000233,9999955_00000_d_0000233.jpg,clean,55
train,9999955_00000_d_0000233__rain_light,9999955_00000_d_0000233.jpg,rain_light,55
train,9999955_00000_d_0000234,9999955_00000_d_0000234.jpg,clean,54
train,9999955_00000_d_0000234__rain_heavy,9999955_00000_d_0000234.jpg,rain_heavy,54
train,9999955_00000_d_0000235,9999955_00000_d_0000235.jpg,clean,205
train,9999955_00000_d_0000235__blur_light,9999955_00000_d_0000235.jpg,blur_light,205
train,9999955_00000_d_0000236,9999955_00000_d_0000236.jpg,clean,158
train,9999955_00000_d_0000236__rain_heavy,9999955_00000_d_0000236.jpg,rain_heavy,158
train,9999955_00000_d_0000237,9999955_00000_d_0000237.jpg,clean,85
train,9999955_00000_d_0000237__rain_heavy,9999955_00000_d_0000237.jpg,rain_heavy,85
train,9999955_00000_d_0000238,9999955_00000_d_0000238.jpg,clean,79
train,9999955_00000_d_0000238__rain_light,9999955_00000_d_0000238.jpg,rain_light,79
train,9999955_00000_d_0000239,9999955_00000_d_0000239.jpg,clean,32
train,9999955_00000_d_0000239__rain_heavy,9999955_00000_d_0000239.jpg,rain_heavy,32
train,9999955_00000_d_0000240,9999955_00000_d_0000240.jpg,clean,28
train,9999955_00000_d_0000240__rain_light,9999955_00000_d_0000240.jpg,rain_light,28
train,9999955_00000_d_0000241,9999955_00000_d_0000241.jpg,clean,49
train,9999955_00000_d_0000241__rain_light,9999955_00000_d_0000241.jpg,rain_light,49
train,9999955_00000_d_0000242,9999955_00000_d_0000242.jpg,clean,73
train,9999955_00000_d_0000242__rain_medium,9999955_00000_d_0000242.jpg,rain_medium,73
train,9999955_00000_d_0000243,9999955_00000_d_0000243.jpg,clean,57
train,9999955_00000_d_0000243__rain_medium,9999955_00000_d_0000243.jpg,rain_medium,57
train,9999955_00000_d_0000244,9999955_00000_d_0000244.jpg,clean,46
train,9999955_00000_d_0000244__rain_light,9999955_00000_d_0000244.jpg,rain_light,46
train,9999955_00000_d_0000245,9999955_00000_d_0000245.jpg,clean,108
train,9999955_00000_d_0000245__bright_down,9999955_00000_d_0000245.jpg,bright_down,108
train,9999955_00000_d_0000246,9999955_00000_d_0000246.jpg,clean,129
train,9999955_00000_d_0000246__bright_down,9999955_00000_d_0000246.jpg,bright_down,129
train,9999955_00000_d_0000247,9999955_00000_d_0000247.jpg,clean,43
train,9999955_00000_d_0000247__bright_down,9999955_00000_d_0000247.jpg,bright_down,43
train,9999955_00000_d_0000248,9999955_00000_d_0000248.jpg,clean,46
train,9999955_00000_d_0000248__rain_medium,9999955_00000_d_0000248.jpg,rain_medium,46
train,9999955_00000_d_0000249,9999955_00000_d_0000249.jpg,clean,86
train,9999955_00000_d_0000249__rain_medium,9999955_00000_d_0000249.jpg,rain_medium,86
train,9999955_00000_d_0000250,9999955_00000_d_0000250.jpg,clean,123
train,9999955_00000_d_0000250__rain_medium,9999955_00000_d_0000250.jpg,rain_medium,123
train,9999955_00000_d_0000251,9999955_00000_d_0000251.jpg,clean,77
train,9999955_00000_d_0000251__bright_down,9999955_00000_d_0000251.jpg,bright_down,77
train,9999955_00000_d_0000252,9999955_00000_d_0000252.jpg,clean,66
train,9999955_00000_d_0000252__bright_down,9999955_00000_d_0000252.jpg,bright_down,66
train,9999955_00000_d_0000253,9999955_00000_d_0000253.jpg,clean,49
train,9999955_00000_d_0000253__rain_medium,9999955_00000_d_0000253.jpg,rain_medium,49
train,9999955_00000_d_0000254,9999955_00000_d_0000254.jpg,clean,60
train,9999955_00000_d_0000254__bright_up,9999955_00000_d_0000254.jpg,bright_up,60
train,9999955_00000_d_0000255,9999955_00000_d_0000255.jpg,clean,59
train,9999955_00000_d_0000255__rain_light,9999955_00000_d_0000255.jpg,rain_light,59
train,9999955_00000_d_0000256,9999955_00000_d_0000256.jpg,clean,12
train,9999955_00000_d_0000256__rain_medium,9999955_00000_d_0000256.jpg,rain_medium,12
train,9999955_00000_d_0000257,9999955_00000_d_0000257.jpg,clean,75
train,9999955_00000_d_0000257__blur_light,9999955_00000_d_0000257.jpg,blur_light,75
train,9999955_00000_d_0000258,9999955_00000_d_0000258.jpg,clean,68
train,9999955_00000_d_0000258__rain_medium,9999955_00000_d_0000258.jpg,rain_medium,68
train,9999955_00000_d_0000259,9999955_00000_d_0000259.jpg,clean,44
train,9999955_00000_d_0000259__rain_light,9999955_00000_d_0000259.jpg,rain_light,44
train,9999955_00000_d_0000260,9999955_00000_d_0000260.jpg,clean,21
train,9999955_00000_d_0000260__bright_down,9999955_00000_d_0000260.jpg,bright_down,21
train,9999955_00000_d_0000261,9999955_00000_d_0000261.jpg,clean,19
train,9999955_00000_d_0000261__rain_medium,9999955_00000_d_0000261.jpg,rain_medium,19
train,9999955_00000_d_0000262,9999955_00000_d_0000262.jpg,clean,19
train,9999955_00000_d_0000262__rain_medium,9999955_00000_d_0000262.jpg,rain_medium,19
train,9999955_00000_d_0000263,9999955_00000_d_0000263.jpg,clean,21
train,9999955_00000_d_0000263__bright_up,9999955_00000_d_0000263.jpg,bright_up,21
train,9999955_00000_d_0000264,9999955_00000_d_0000264.jpg,clean,12
train,9999955_00000_d_0000264__rain_heavy,9999955_00000_d_0000264.jpg,rain_heavy,12
train,9999955_00000_d_0000265,9999955_00000_d_0000265.jpg,clean,13
train,9999955_00000_d_0000265__bright_down,9999955_00000_d_0000265.jpg,bright_down,13
train,9999955_00000_d_0000266,9999955_00000_d_0000266.jpg,clean,9
train,9999955_00000_d_0000266__rain_medium,9999955_00000_d_0000266.jpg,rain_medium,9
train,9999955_00000_d_0000267,9999955_00000_d_0000267.jpg,clean,11
train,9999955_00000_d_0000267__bright_up,9999955_00000_d_0000267.jpg,bright_up,11
train,9999955_00000_d_0000268,9999955_00000_d_0000268.jpg,clean,44
train,9999955_00000_d_0000268__bright_down,9999955_00000_d_0000268.jpg,bright_down,44
train,9999955_00000_d_0000269,9999955_00000_d_0000269.jpg,clean,57
train,9999955_00000_d_0000269__rain_medium,9999955_00000_d_0000269.jpg,rain_medium,57
train,9999955_00000_d_0000270,9999955_00000_d_0000270.jpg,clean,49
train,9999955_00000_d_0000270__bright_up,9999955_00000_d_0000270.jpg,bright_up,49
train,9999955_00000_d_0000271,9999955_00000_d_0000271.jpg,clean,76
train,9999955_00000_d_0000271__rain_medium,9999955_00000_d_0000271.jpg,rain_medium,76
train,9999955_00000_d_0000272,9999955_00000_d_0000272.jpg,clean,34
train,9999955_00000_d_0000272__bright_up,9999955_00000_d_0000272.jpg,bright_up,34
train,9999955_00000_d_0000273,9999955_00000_d_0000273.jpg,clean,72
train,9999955_00000_d_0000273__rain_heavy,9999955_00000_d_0000273.jpg,rain_heavy,72
train,9999955_00000_d_0000274,9999955_00000_d_0000274.jpg,clean,64
train,9999955_00000_d_0000274__rain_heavy,9999955_00000_d_0000274.jpg,rain_heavy,64
train,9999955_00000_d_0000275,9999955_00000_d_0000275.jpg,clean,62
train,9999955_00000_d_0000275__blur_light,9999955_00000_d_0000275.jpg,blur_light,62
train,9999955_00000_d_0000276,9999955_00000_d_0000276.jpg,clean,21
train,9999955_00000_d_0000276__rain_heavy,9999955_00000_d_0000276.jpg,rain_heavy,21
train,9999955_00000_d_0000277,9999955_00000_d_0000277.jpg,clean,19
train,9999955_00000_d_0000277__rain_light,9999955_00000_d_0000277.jpg,rain_light,19
train,9999955_00000_d_0000278,9999955_00000_d_0000278.jpg,clean,23
train,9999955_00000_d_0000278__rain_light,9999955_00000_d_0000278.jpg,rain_light,23
train,9999955_00000_d_0000279,9999955_00000_d_0000279.jpg,clean,33
train,9999955_00000_d_0000279__bright_up,9999955_00000_d_0000279.jpg,bright_up,33
train,9999955_00000_d_0000280,9999955_00000_d_0000280.jpg,clean,31
train,9999955_00000_d_0000280__rain_light,9999955_00000_d_0000280.jpg,rain_light,31
train,9999955_00000_d_0000281,9999955_00000_d_0000281.jpg,clean,48
train,9999955_00000_d_0000281__rain_medium,9999955_00000_d_0000281.jpg,rain_medium,48
train,9999955_00000_d_0000282,9999955_00000_d_0000282.jpg,clean,71
train,9999955_00000_d_0000282__rain_heavy,9999955_00000_d_0000282.jpg,rain_heavy,71
train,9999955_00000_d_0000283,9999955_00000_d_0000283.jpg,clean,16
train,9999955_00000_d_0000283__rain_medium,9999955_00000_d_0000283.jpg,rain_medium,16
train,9999955_00000_d_0000284,9999955_00000_d_0000284.jpg,clean,138
train,9999955_00000_d_0000284__rain_heavy,9999955_00000_d_0000284.jpg,rain_heavy,138
train,9999955_00000_d_0000285,9999955_00000_d_0000285.jpg,clean,178
train,9999955_00000_d_0000285__rain_heavy,9999955_00000_d_0000285.jpg,rain_heavy,178
train,9999955_00000_d_0000286,9999955_00000_d_0000286.jpg,clean,128
train,9999955_00000_d_0000286__rain_light,9999955_00000_d_0000286.jpg,rain_light,128
train,9999955_00000_d_0000287,9999955_00000_d_0000287.jpg,clean,38
train,9999955_00000_d_0000287__bright_down,9999955_00000_d_0000287.jpg,bright_down,38
train,9999955_00000_d_0000288,9999955_00000_d_0000288.jpg,clean,32
train,9999955_00000_d_0000288__rain_light,9999955_00000_d_0000288.jpg,rain_light,32
train,9999955_00000_d_0000289,9999955_00000_d_0000289.jpg,clean,74
train,9999955_00000_d_0000289__rain_medium,9999955_00000_d_0000289.jpg,rain_medium,74
train,9999955_00000_d_0000290,9999955_00000_d_0000290.jpg,clean,99
train,9999955_00000_d_0000290__blur_light,9999955_00000_d_0000290.jpg,blur_light,99
train,9999955_00000_d_0000291,9999955_00000_d_0000291.jpg,clean,33
train,9999955_00000_d_0000291__bright_up,9999955_00000_d_0000291.jpg,bright_up,33
train,9999955_00000_d_0000292,9999955_00000_d_0000292.jpg,clean,40
train,9999955_00000_d_0000292__rain_heavy,9999955_00000_d_0000292.jpg,rain_heavy,40
train,9999955_00000_d_0000293,9999955_00000_d_0000293.jpg,clean,6
train,9999955_00000_d_0000293__rain_medium,9999955_00000_d_0000293.jpg,rain_medium,6
train,9999955_00000_d_0000294,9999955_00000_d_0000294.jpg,clean,14
train,9999955_00000_d_0000294__rain_medium,9999955_00000_d_0000294.jpg,rain_medium,14
train,9999955_00000_d_0000295,9999955_00000_d_0000295.jpg,clean,18
train,9999955_00000_d_0000295__rain_heavy,9999955_00000_d_0000295.jpg,rain_heavy,18
train,9999955_00000_d_0000296,9999955_00000_d_0000296.jpg,clean,12
train,9999955_00000_d_0000296__bright_down,9999955_00000_d_0000296.jpg,bright_down,12
train,9999955_00000_d_0000297,9999955_00000_d_0000297.jpg,clean,19
train,9999955_00000_d_0000297__bright_up,9999955_00000_d_0000297.jpg,bright_up,19
train,9999955_00000_d_0000298,9999955_00000_d_0000298.jpg,clean,7
train,9999955_00000_d_0000298__rain_medium,9999955_00000_d_0000298.jpg,rain_medium,7
train,9999955_00000_d_0000299,9999955_00000_d_0000299.jpg,clean,53
train,9999955_00000_d_0000299__rain_medium,9999955_00000_d_0000299.jpg,rain_medium,53
train,9999955_00000_d_0000300,9999955_00000_d_0000300.jpg,clean,55
train,9999955_00000_d_0000300__rain_heavy,9999955_00000_d_0000300.jpg,rain_heavy,55
train,9999955_00000_d_0000301,9999955_00000_d_0000301.jpg,clean,24
train,9999955_00000_d_0000301__blur_light,9999955_00000_d_0000301.jpg,blur_light,24
train,9999955_00000_d_0000302,9999955_00000_d_0000302.jpg,clean,4
train,9999955_00000_d_0000302__rain_medium,9999955_00000_d_0000302.jpg,rain_medium,4
train,9999955_00000_d_0000303,9999955_00000_d_0000303.jpg,clean,33
train,9999955_00000_d_0000303__rain_heavy,9999955_00000_d_0000303.jpg,rain_heavy,33
train,9999955_00000_d_0000304,9999955_00000_d_0000304.jpg,clean,46
train,9999955_00000_d_0000304__bright_up,9999955_00000_d_0000304.jpg,bright_up,46
train,9999955_00000_d_0000305,9999955_00000_d_0000305.jpg,clean,41
train,9999955_00000_d_0000305__bright_up,9999955_00000_d_0000305.jpg,bright_up,41
train,9999955_00000_d_0000306,9999955_00000_d_0000306.jpg,clean,34
train,9999955_00000_d_0000306__rain_medium,9999955_00000_d_0000306.jpg,rain_medium,34
train,9999955_00000_d_0000307,9999955_00000_d_0000307.jpg,clean,101
train,9999955_00000_d_0000307__bright_down,9999955_00000_d_0000307.jpg,bright_down,101
train,9999955_00000_d_0000308,9999955_00000_d_0000308.jpg,clean,85
train,9999955_00000_d_0000308__rain_light,9999955_00000_d_0000308.jpg,rain_light,85
train,9999955_00000_d_0000309,9999955_00000_d_0000309.jpg,clean,93
train,9999955_00000_d_0000309__rain_heavy,9999955_00000_d_0000309.jpg,rain_heavy,93
train,9999955_00000_d_0000310,9999955_00000_d_0000310.jpg,clean,63
train,9999955_00000_d_0000310__bright_down,9999955_00000_d_0000310.jpg,bright_down,63
train,9999955_00000_d_0000311,9999955_00000_d_0000311.jpg,clean,27
train,9999955_00000_d_0000311__rain_light,9999955_00000_d_0000311.jpg,rain_light,27
train,9999955_00000_d_0000312,9999955_00000_d_0000312.jpg,clean,161
train,9999955_00000_d_0000312__rain_light,9999955_00000_d_0000312.jpg,rain_light,161
train,9999955_00000_d_0000313,9999955_00000_d_0000313.jpg,clean,219
train,9999955_00000_d_0000313__rain_medium,9999955_00000_d_0000313.jpg,rain_medium,219
train,9999955_00000_d_0000314,9999955_00000_d_0000314.jpg,clean,179
train,9999955_00000_d_0000314__blur_light,9999955_00000_d_0000314.jpg,blur_light,179
train,9999955_00000_d_0000315,9999955_00000_d_0000315.jpg,clean,143
train,9999955_00000_d_0000315__rain_heavy,9999955_00000_d_0000315.jpg,rain_heavy,143
train,9999955_00000_d_0000316,9999955_00000_d_0000316.jpg,clean,71
train,9999955_00000_d_0000316__blur_light,9999955_00000_d_0000316.jpg,blur_light,71
train,9999955_00000_d_0000317,9999955_00000_d_0000317.jpg,clean,86
train,9999955_00000_d_0000317__bright_down,9999955_00000_d_0000317.jpg,bright_down,86
train,9999955_00000_d_0000318,9999955_00000_d_0000318.jpg,clean,123
train,9999955_00000_d_0000318__rain_medium,9999955_00000_d_0000318.jpg,rain_medium,123
train,9999955_00000_d_0000319,9999955_00000_d_0000319.jpg,clean,142
train,9999955_00000_d_0000319__rain_medium,9999955_00000_d_0000319.jpg,rain_medium,142
train,9999955_00000_d_0000320,9999955_00000_d_0000320.jpg,clean,96
train,9999955_00000_d_0000320__bright_up,9999955_00000_d_0000320.jpg,bright_up,96
train,9999955_00000_d_0000321,9999955_00000_d_0000321.jpg,clean,54
train,9999955_00000_d_0000321__rain_heavy,9999955_00000_d_0000321.jpg,rain_heavy,54
train,9999955_00000_d_0000322,9999955_00000_d_0000322.jpg,clean,162
train,9999955_00000_d_0000322__bright_down,9999955_00000_d_0000322.jpg,bright_down,162
train,9999955_00000_d_0000323,9999955_00000_d_0000323.jpg,clean,135
train,9999955_00000_d_0000323__bright_up,9999955_00000_d_0000323.jpg,bright_up,135
train,9999955_00000_d_0000324,9999955_00000_d_0000324.jpg,clean,65
train,9999955_00000_d_0000324__rain_light,9999955_00000_d_0000324.jpg,rain_light,65
train,9999955_00000_d_0000325,9999955_00000_d_0000325.jpg,clean,86
train,9999955_00000_d_0000325__blur_light,9999955_00000_d_0000325.jpg,blur_light,86
train,9999955_00000_d_0000326,9999955_00000_d_0000326.jpg,clean,58
train,9999955_00000_d_0000326__blur_light,9999955_00000_d_0000326.jpg,blur_light,58
train,9999955_00000_d_0000327,9999955_00000_d_0000327.jpg,clean,66
train,9999955_00000_d_0000327__bright_down,9999955_00000_d_0000327.jpg,bright_down,66
train,9999955_00000_d_0000328,9999955_00000_d_0000328.jpg,clean,56
train,9999955_00000_d_0000328__blur_light,9999955_00000_d_0000328.jpg,blur_light,56
train,9999955_00000_d_0000329,9999955_00000_d_0000329.jpg,clean,38
train,9999955_00000_d_0000329__blur_light,9999955_00000_d_0000329.jpg,blur_light,38
train,9999955_00000_d_0000330,9999955_00000_d_0000330.jpg,clean,75
train,9999955_00000_d_0000330__bright_up,9999955_00000_d_0000330.jpg,bright_up,75
train,9999955_00000_d_0000331,9999955_00000_d_0000331.jpg,clean,93
train,9999955_00000_d_0000331__bright_up,9999955_00000_d_0000331.jpg,bright_up,93
train,9999955_00000_d_0000332,9999955_00000_d_0000332.jpg,clean,83
train,9999955_00000_d_0000332__rain_light,9999955_00000_d_0000332.jpg,rain_light,83
train,9999955_00000_d_0000333,9999955_00000_d_0000333.jpg,clean,90
train,9999955_00000_d_0000333__blur_light,9999955_00000_d_0000333.jpg,blur_light,90
train,9999955_00000_d_0000334,9999955_00000_d_0000334.jpg,clean,39
train,9999955_00000_d_0000334__bright_down,9999955_00000_d_0000334.jpg,bright_down,39
train,9999955_00000_d_0000335,9999955_00000_d_0000335.jpg,clean,45
train,9999955_00000_d_0000335__rain_light,9999955_00000_d_0000335.jpg,rain_light,45
train,9999955_00000_d_0000336,9999955_00000_d_0000336.jpg,clean,36
train,9999955_00000_d_0000336__rain_light,9999955_00000_d_0000336.jpg,rain_light,36
train,9999955_00000_d_0000337,9999955_00000_d_0000337.jpg,clean,61
train,9999955_00000_d_0000337__bright_down,9999955_00000_d_0000337.jpg,bright_down,61
train,9999955_00000_d_0000338,9999955_00000_d_0000338.jpg,clean,47
train,9999955_00000_d_0000338__bright_down,9999955_00000_d_0000338.jpg,bright_down,47
train,9999955_00000_d_0000339,9999955_00000_d_0000339.jpg,clean,47
train,9999955_00000_d_0000339__bright_down,9999955_00000_d_0000339.jpg,bright_down,47
train,9999955_00000_d_0000340,9999955_00000_d_0000340.jpg,clean,83
train,9999955_00000_d_0000340__rain_medium,9999955_00000_d_0000340.jpg,rain_medium,83
train,9999955_00000_d_0000341,9999955_00000_d_0000341.jpg,clean,42
train,9999955_00000_d_0000341__rain_medium,9999955_00000_d_0000341.jpg,rain_medium,42
train,9999955_00000_d_0000342,9999955_00000_d_0000342.jpg,clean,36
train,9999955_00000_d_0000342__bright_down,9999955_00000_d_0000342.jpg,bright_down,36
train,9999955_00000_d_0000343,9999955_00000_d_0000343.jpg,clean,28
train,9999955_00000_d_0000343__rain_medium,9999955_00000_d_0000343.jpg,rain_medium,28
train,9999955_00000_d_0000344,9999955_00000_d_0000344.jpg,clean,50
train,9999955_00000_d_0000344__rain_medium,9999955_00000_d_0000344.jpg,rain_medium,50
train,9999955_00000_d_0000345,9999955_00000_d_0000345.jpg,clean,87
train,9999955_00000_d_0000345__blur_light,9999955_00000_d_0000345.jpg,blur_light,87
train,9999955_00000_d_0000346,9999955_00000_d_0000346.jpg,clean,104
train,9999955_00000_d_0000346__bright_down,9999955_00000_d_0000346.jpg,bright_down,104
train,9999955_00000_d_0000347,9999955_00000_d_0000347.jpg,clean,82
train,9999955_00000_d_0000347__rain_medium,9999955_00000_d_0000347.jpg,rain_medium,82
train,9999955_00000_d_0000348,9999955_00000_d_0000348.jpg,clean,91
train,9999955_00000_d_0000348__bright_down,9999955_00000_d_0000348.jpg,bright_down,91
train,9999955_00000_d_0000349,9999955_00000_d_0000349.jpg,clean,94
train,9999955_00000_d_0000349__blur_light,9999955_00000_d_0000349.jpg,blur_light,94
train,9999955_00000_d_0000350,9999955_00000_d_0000350.jpg,clean,78
train,9999955_00000_d_0000350__rain_medium,9999955_00000_d_0000350.jpg,rain_medium,78
train,9999955_00000_d_0000351,9999955_00000_d_0000351.jpg,clean,139
train,9999955_00000_d_0000351__blur_light,9999955_00000_d_0000351.jpg,blur_light,139
train,9999955_00000_d_0000352,9999955_00000_d_0000352.jpg,clean,122
train,9999955_00000_d_0000352__blur_light,9999955_00000_d_0000352.jpg,blur_light,122
train,9999955_00000_d_0000353,9999955_00000_d_0000353.jpg,clean,120
train,9999955_00000_d_0000353__rain_heavy,9999955_00000_d_0000353.jpg,rain_heavy,120
train,9999955_00000_d_0000354,9999955_00000_d_0000354.jpg,clean,111
train,9999955_00000_d_0000354__rain_medium,9999955_00000_d_0000354.jpg,rain_medium,111
train,9999955_00000_d_0000355,9999955_00000_d_0000355.jpg,clean,47
